participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.random_treatment_ids,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.participation_fee,session.params,informed_consent.1.player.id_in_group,informed_consent.1.player.role,informed_consent.1.player.payoff,informed_consent.1.player.consent_given,informed_consent.1.group.id_in_subsession,informed_consent.1.subsession.round_number,demographics.1.player.id_in_group,demographics.1.player.role,demographics.1.player.payoff,demographics.1.player.age,demographics.1.player.gender,demographics.1.player.highest_education,demographics.1.player.country,demographics.1.player.workexperience,demographics.1.group.id_in_subsession,demographics.1.subsession.round_number,instructions_trust.1.player.id_in_group,instructions_trust.1.player.role,instructions_trust.1.player.payoff,instructions_trust.1.player.instruction_q1,instructions_trust.1.player.instruction_q2,instructions_trust.1.player.instruction_q3,instructions_trust.1.player.instruction_q4,instructions_trust.1.group.id_in_subsession,instructions_trust.1.subsession.round_number,trust.1.player.id_in_group,trust.1.player.role,trust.1.player.payoff,trust.1.player.control,trust.1.group.id_in_subsession,trust.1.group.minimum_amount,trust.1.group.chosen_effort,trust.1.group.chosen_effort_min5,trust.1.group.chosen_effort_min10,trust.1.group.chosen_effort_min20,trust.1.subsession.round_number,feedback.1.player.id_in_group,feedback.1.player.role,feedback.1.player.payoff,feedback.1.player.feedback_text,feedback.1.group.id_in_subsession,feedback.1.subsession.round_number,payment_info.1.player.id_in_group,payment_info.1.player.role,payment_info.1.player.payoff,payment_info.1.group.id_in_subsession,payment_info.1.subsession.round_number,instructions_demo.1.player.id_in_group,instructions_demo.1.player.role,instructions_demo.1.player.payoff,instructions_demo.1.player.instruction_q1,instructions_demo.1.player.instruction_q2,instructions_demo.1.player.instruction_q3,instructions_demo.1.group.id_in_subsession,instructions_demo.1.subsession.round_number,sliders.1.player.id_in_group,sliders.1.player.role,sliders.1.player.payoff,sliders.1.player.iteration,sliders.1.player.num_correct,sliders.1.player.control,sliders.1.group.id_in_subsession,sliders.1.group.minimum_amount,sliders.1.group.chosen_effort,sliders.1.subsession.round_number,survey.1.player.id_in_group,survey.1.player.role,survey.1.player.payoff,survey.1.player.item1control,survey.1.player.item1trust,survey.1.player.item1autocontrol,survey.1.player.item1monitoring,survey.1.player.item2control,survey.1.player.item2trust,survey.1.player.item2autocontrol,survey.1.player.item2monitoring,survey.1.player.item3control,survey.1.player.item3trust,survey.1.player.item3autocontrol,survey.1.player.item3monitoring,survey.1.player.item4trust,survey.1.player.item4control,survey.1.player.item4autocontrol,survey.1.player.item4monitoring,survey.1.player.item5trust,survey.1.player.item5control,survey.1.player.item5autocontrol,survey.1.player.item5monitoring,survey.1.group.id_in_subsession,survey.1.subsession.round_number
53,zx5ug1nb,,0,13,13,payment_info,PaymentInfo,07:59.5,1,,,30,,mrg9wqem,,,,,45,trust,0.01,0.25,,53,,0,1,1,1,53,,0,45-54,Female,Ph.D. or higher,Montserrat,3,1,1,53,,0,No,No,22,80,1,1,1,,30,5,27,Yes,23,15,,,1,53,,0,,1,1,53,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,yz3kz4or,,0,13,13,payment_info,PaymentInfo,08:57.5,1,,,90,,mrg9wqem,,,,,46,trust,0.01,0.25,,54,,0,1,1,1,54,,0,18-24,Female,Prefer not to say,Andorra,3,1,1,54,,0,No,No,22,80,1,1,2,,90,5,27,Yes,23,15,,,1,54,,0,,1,1,54,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,wp1lb0um,,0,13,13,payment_info,PaymentInfo,08:59.5,1,,,26,,mrg9wqem,,,,,47,trust,0.01,0.25,,55,,0,1,1,1,55,,0,18-24,Other,Ph.D. or higher,Suriname,1,1,1,55,,0,No,No,22,80,1,1,1,,26,10,28,Yes,16,,13,,1,55,,0,,1,1,55,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,yv6ej8mh,,0,13,13,payment_info,PaymentInfo,09:57.5,1,,,94,,mrg9wqem,,,,,48,trust,0.01,0.25,,56,,0,1,1,1,56,,0,25-34,Other,Trade School,Zambia,1,1,1,56,,0,No,No,22,80,1,1,2,,94,10,28,No,16,,13,,1,56,,0,,1,1,56,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,mf4fh3xl,,0,13,13,payment_info,PaymentInfo,09:59.5,1,,,42,,mrg9wqem,,,,,49,trust,0.01,0.25,,57,,0,1,1,1,57,,0,Prefer not to say,Prefer not to say,Masters Degree,Montserrat,8,1,1,57,,0,No,No,22,80,1,1,1,,42,20,29,No,21,,,22,1,57,,0,,1,1,57,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,hj2ws4cj,,0,13,13,payment_info,PaymentInfo,10:57.5,1,,,78,,mrg9wqem,,,,,50,trust,0.01,0.25,,58,,0,1,1,1,58,,0,35-44,Female,High School or lower,Lebanon,4,1,1,58,,0,No,No,22,80,1,1,2,,78,20,29,No,21,,,22,1,58,,0,,1,1,58,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,ng6ha8uz,,0,13,13,payment_info,PaymentInfo,10:59.5,1,,,10,,mrg9wqem,,,,,51,trust,0.01,0.25,,59,,0,1,1,1,59,,0,35-44,Male,High School or lower,Turkmenistan,2,1,1,59,,0,No,No,22,80,1,1,1,,10,5,30,Yes,7,5,,,1,59,,0,,1,1,59,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,pl5og1hz,,0,13,13,payment_info,PaymentInfo,11:57.5,1,,,110,,mrg9wqem,,,,,52,trust,0.01,0.25,,60,,0,1,1,1,60,,0,35-44,Female,Ph.D. or higher,Samoa,8,1,1,60,,0,No,No,22,80,1,1,2,,110,5,30,Yes,7,5,,,1,60,,0,,1,1,60,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,up1yc0nd,,0,13,13,payment_info,PaymentInfo,11:59.5,1,,,36,,mrg9wqem,,,,,53,trust,0.01,0.25,,61,,0,1,1,1,61,,0,25-34,Female,Trade School,Latvia,5,1,1,61,,0,No,No,22,80,1,1,1,,36,10,31,No,18,,15,,1,61,,0,,1,1,61,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,aa8wf4qh,,0,13,13,payment_info,PaymentInfo,12:57.5,1,,,84,,mrg9wqem,,,,,54,trust,0.01,0.25,,62,,0,1,1,1,62,,0,25-34,Other,Prefer not to say,Guam,1,1,1,62,,0,No,No,22,80,1,1,2,,84,10,31,No,18,,15,,1,62,,0,,1,1,62,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,zu1aw7as,,0,13,13,payment_info,PaymentInfo,12:59.5,1,,,50,,mrg9wqem,,,,,55,trust,0.01,0.25,,63,,0,1,1,1,63,,0,35-44,Prefer not to say,Masters Degree,Gibraltar,4,1,1,63,,0,No,No,22,80,1,1,1,,50,20,32,No,25,,,20,1,63,,0,,1,1,63,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,gp9oy3oa,,0,13,13,payment_info,PaymentInfo,13:57.5,1,,,70,,mrg9wqem,,,,,56,trust,0.01,0.25,,64,,0,1,1,1,64,,0,18-24,Other,Ph.D. or higher,Luxembourg,1,1,1,64,,0,No,No,22,80,1,1,2,,70,20,32,No,25,,,20,1,64,,0,,1,1,64,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,fo9ee5ef,,0,13,13,payment_info,PaymentInfo,13:59.5,1,,,26,,mrg9wqem,,,,,57,trust,0.01,0.25,,65,,0,1,1,1,65,,0,45-54,Prefer not to say,Masters Degree,Gabon,8,1,1,65,,0,No,No,22,80,1,1,1,,26,5,33,No,13,9,,,1,65,,0,,1,1,65,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,xi9ze0tg,,0,13,13,payment_info,PaymentInfo,14:57.5,1,,,94,,mrg9wqem,,,,,58,trust,0.01,0.25,,66,,0,1,1,1,66,,0,55-,Prefer not to say,Masters Degree,Indonesia,8,1,1,66,,0,No,No,22,80,1,1,2,,94,5,33,Yes,13,9,,,1,66,,0,,1,1,66,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,sr4hr4mz,,0,13,13,payment_info,PaymentInfo,14:59.5,1,,,18,,mrg9wqem,,,,,59,trust,0.01,0.25,,67,,0,1,1,1,67,,0,45-54,Female,Masters Degree,Denmark,4,1,1,67,,0,No,No,22,80,1,1,1,,18,10,34,No,9,,11,,1,67,,0,,1,1,67,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,ic9vs3yv,,0,13,13,payment_info,PaymentInfo,15:57.5,1,,,102,,mrg9wqem,,,,,60,trust,0.01,0.25,,68,,0,1,1,1,68,,0,Prefer not to say,Female,High School or lower,Kuwait,2,1,1,68,,0,No,No,22,80,1,1,2,,102,10,34,No,9,,11,,1,68,,0,,1,1,68,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,id4jy5mr,,0,13,13,payment_info,PaymentInfo,15:59.5,1,,,42,,mrg9wqem,,,,,61,trust,0.01,0.25,,69,,0,1,1,1,69,,0,18-24,Male,Prefer not to say,Costa Rica,7,1,1,69,,0,No,No,22,80,1,1,1,,42,20,35,No,21,,,22,1,69,,0,,1,1,69,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,zm1qi3gc,,0,13,13,payment_info,PaymentInfo,16:57.5,1,,,78,,mrg9wqem,,,,,62,trust,0.01,0.25,,70,,0,1,1,1,70,,0,45-54,Other,Ph.D. or higher,Libya,2,1,1,70,,0,No,No,22,80,1,1,2,,78,20,35,No,21,,,22,1,70,,0,,1,1,70,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,zl8jq5bn,,0,13,13,payment_info,PaymentInfo,16:59.5,1,,,20,,mrg9wqem,,,,,63,trust,0.01,0.25,,71,,0,1,1,1,71,,0,35-44,Female,Masters Degree,Timor L'Este,4,1,1,71,,0,No,No,22,80,1,1,1,,20,5,36,Yes,14,10,,,1,71,,0,,1,1,71,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,mv6or7qb,,0,13,13,payment_info,PaymentInfo,17:57.5,1,,,100,,mrg9wqem,,,,,64,trust,0.01,0.25,,72,,0,1,1,1,72,,0,55-,Female,Trade School,Cyprus,2,1,1,72,,0,No,No,22,80,1,1,2,,100,5,36,No,14,10,,,1,72,,0,,1,1,72,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,xd3gk8dk,,0,13,13,payment_info,PaymentInfo,17:59.5,1,,,52,,mrg9wqem,,,,,65,trust,0.01,0.25,,73,,0,1,1,1,73,,0,45-54,Male,Bachelors Degree,Botswana,6,1,1,73,,0,No,No,22,80,1,1,1,,52,10,37,No,26,,18,,1,73,,0,,1,1,73,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,qo9sc9vp,,0,13,13,payment_info,PaymentInfo,18:57.5,1,,,68,,mrg9wqem,,,,,66,trust,0.01,0.25,,74,,0,1,1,1,74,,0,35-44,Other,High School or lower,Norway,1,1,1,74,,0,No,No,22,80,1,1,2,,68,10,37,No,26,,18,,1,74,,0,,1,1,74,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,qr1zw0yx,,0,13,13,payment_info,PaymentInfo,18:59.5,1,,,40,,mrg9wqem,,,,,67,trust,0.01,0.25,,75,,0,1,1,1,75,,0,45-54,Other,Bachelors Degree,Tunisia,7,1,1,75,,0,No,No,22,80,1,1,1,,40,20,38,No,20,,,22,1,75,,0,,1,1,75,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,rk5fw1nc,,0,13,13,payment_info,PaymentInfo,19:57.5,1,,,80,,mrg9wqem,,,,,68,trust,0.01,0.25,,76,,0,1,1,1,76,,0,Prefer not to say,Female,Trade School,Bulgaria,2,1,1,76,,0,No,No,22,80,1,1,2,,80,20,38,No,20,,,22,1,76,,0,,1,1,76,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,ar3ji6ez,,0,13,13,payment_info,PaymentInfo,19:59.5,1,,,38,,mrg9wqem,,,,,69,trust,0.01,0.25,,77,,0,1,1,1,77,,0,25-34,Other,Trade School,Bhutan,8,1,1,77,,0,No,No,22,80,1,1,1,,38,5,39,No,19,16,,,1,77,,0,,1,1,77,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,tc0jh8bj,,0,13,13,payment_info,PaymentInfo,20:57.5,1,,,82,,mrg9wqem,,,,,70,trust,0.01,0.25,,78,,0,1,1,1,78,,0,Prefer not to say,Male,High School or lower,Gabon,2,1,1,78,,0,No,No,22,80,1,1,2,,82,5,39,No,19,16,,,1,78,,0,,1,1,78,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,df5ru3dc,,0,13,13,payment_info,PaymentInfo,20:59.5,1,,,38,,mrg9wqem,,,,,71,trust,0.01,0.25,,79,,0,1,1,1,79,,0,45-54,Female,Trade School,Croatia,1,1,1,79,,0,No,No,22,80,1,1,1,,38,10,40,No,19,,18,,1,79,,0,,1,1,79,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,hl5gt9oi,,0,13,13,payment_info,PaymentInfo,21:57.5,1,,,82,,mrg9wqem,,,,,72,trust,0.01,0.25,,80,,0,1,1,1,80,,0,Prefer not to say,Female,Bachelors Degree,Turkmenistan,2,1,1,80,,0,No,No,22,80,1,1,2,,82,10,40,Yes,19,,18,,1,80,,0,,1,1,80,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,zm3fb4wj,,0,13,13,payment_info,PaymentInfo,21:59.5,1,,,42,,mrg9wqem,,,,,73,trust,0.01,0.25,,81,,0,1,1,1,81,,0,Prefer not to say,Prefer not to say,Masters Degree,Grenada,3,1,1,81,,0,No,No,22,80,1,1,1,,42,20,41,Yes,29,,,21,1,81,,0,,1,1,81,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,xa9jt0sz,,0,13,13,payment_info,PaymentInfo,22:57.5,1,,,78,,mrg9wqem,,,,,74,trust,0.01,0.25,,82,,0,1,1,1,82,,0,18-24,Other,Bachelors Degree,El Salvador,3,1,1,82,,0,No,No,22,80,1,1,2,,78,20,41,No,29,,,21,1,82,,0,,1,1,82,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,fn7km9wk,,0,13,13,payment_info,PaymentInfo,22:59.5,1,,,28,,mrg9wqem,,,,,75,trust,0.01,0.25,,83,,0,1,1,1,83,,0,25-34,Female,High School or lower,Samoa,2,1,1,83,,0,No,No,22,80,1,1,1,,28,5,42,Yes,13,14,,,1,83,,0,,1,1,83,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,co2le3ic,,0,13,13,payment_info,PaymentInfo,23:57.5,1,,,92,,mrg9wqem,,,,,76,trust,0.01,0.25,,84,,0,1,1,1,84,,0,18-24,Female,Bachelors Degree,Falkland Islands,2,1,1,84,,0,No,No,22,80,1,1,2,,92,5,42,No,13,14,,,1,84,,0,,1,1,84,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,rz9pn5bl,,0,13,13,payment_info,PaymentInfo,23:59.5,1,,,42,,mrg9wqem,,,,,77,trust,0.01,0.25,,85,,0,1,1,1,85,,0,35-44,Male,Prefer not to say,Lebanon,6,1,1,85,,0,No,No,22,80,1,1,1,,42,10,43,No,21,,14,,1,85,,0,,1,1,85,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,je5hi9os,,0,13,13,payment_info,PaymentInfo,24:57.5,1,,,78,,mrg9wqem,,,,,78,trust,0.01,0.25,,86,,0,1,1,1,86,,0,55-,Male,Masters Degree,Vietnam,1,1,1,86,,0,No,No,22,80,1,1,2,,78,10,43,No,21,,14,,1,86,,0,,1,1,86,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,yc2yi0pl,,0,13,13,payment_info,PaymentInfo,24:59.5,1,,,48,,mrg9wqem,,,,,79,trust,0.01,0.25,,87,,0,1,1,1,87,,0,25-34,Male,Masters Degree,Netherlands,1,1,1,87,,0,No,No,22,80,1,1,1,,48,20,44,No,24,,,21,1,87,,0,,1,1,87,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,nb3bc7jy,,0,13,13,payment_info,PaymentInfo,25:57.5,1,,,72,,mrg9wqem,,,,,80,trust,0.01,0.25,,88,,0,1,1,1,88,,0,45-54,Prefer not to say,Trade School,Suriname,3,1,1,88,,0,No,No,22,80,1,1,2,,72,20,44,No,24,,,21,1,88,,0,,1,1,88,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,li7tt7ic,,0,13,13,payment_info,PaymentInfo,25:59.5,1,,,18,,mrg9wqem,,,,,81,trust,0.01,0.25,,89,,0,1,1,1,89,,0,18-24,Prefer not to say,Trade School,Australia,5,1,1,89,,0,No,No,22,80,1,1,1,,18,5,45,No,9,5,,,1,89,,0,,1,1,89,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,bk4lg1bp,,0,13,13,payment_info,PaymentInfo,26:57.5,1,,,102,,mrg9wqem,,,,,82,trust,0.01,0.25,,90,,0,1,1,1,90,,0,18-24,Female,Bachelors Degree,Guinea Bissau,4,1,1,90,,0,No,No,22,80,1,1,2,,102,5,45,No,9,5,,,1,90,,0,,1,1,90,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,eb2wo3kw,,0,13,13,payment_info,PaymentInfo,26:59.5,1,,,36,,mrg9wqem,,,,,83,trust,0.01,0.25,,91,,0,1,1,1,91,,0,55-,Male,Bachelors Degree,Virgin Islands (US),7,1,1,91,,0,No,No,22,80,1,1,1,,36,10,46,Yes,25,,18,,1,91,,0,,1,1,91,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,uw9hp1kj,,0,13,13,payment_info,PaymentInfo,27:57.5,1,,,84,,mrg9wqem,,,,,84,trust,0.01,0.25,,92,,0,1,1,1,92,,0,Prefer not to say,Female,Prefer not to say,Andorra,3,1,1,92,,0,No,No,22,80,1,1,2,,84,10,46,No,25,,18,,1,92,,0,,1,1,92,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,rv9fw6mw,,0,13,13,payment_info,PaymentInfo,27:59.5,1,,,44,,mrg9wqem,,,,,85,trust,0.01,0.25,,93,,0,1,1,1,93,,0,Prefer not to say,Female,Prefer not to say,Macau,8,1,1,93,,0,No,No,22,80,1,1,1,,44,20,47,Yes,26,,,22,1,93,,0,,1,1,93,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,hq7im1pg,,0,13,13,payment_info,PaymentInfo,28:57.5,1,,,76,,mrg9wqem,,,,,86,trust,0.01,0.25,,94,,0,1,1,1,94,,0,45-54,Female,Ph.D. or higher,Liechtenstein,1,1,1,94,,0,No,No,22,80,1,1,2,,76,20,47,Yes,26,,,22,1,94,,0,,1,1,94,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,ms9aw1pj,,0,13,13,payment_info,PaymentInfo,28:59.5,1,,,14,,mrg9wqem,,,,,87,trust,0.01,0.25,,95,,0,1,1,1,95,,0,45-54,Other,Trade School,Swaziland,8,1,1,95,,0,No,No,22,80,1,1,1,,14,5,48,Yes,13,7,,,1,95,,0,,1,1,95,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,td3ml3zt,,0,13,13,payment_info,PaymentInfo,29:57.5,1,,,106,,mrg9wqem,,,,,88,trust,0.01,0.25,,96,,0,1,1,1,96,,0,35-44,Female,Trade School,Cayman Islands,8,1,1,96,,0,No,No,22,80,1,1,2,,106,5,48,No,13,7,,,1,96,,0,,1,1,96,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,yk3bp9ty,,0,13,13,payment_info,PaymentInfo,29:59.5,1,,,34,,mrg9wqem,,,,,89,trust,0.01,0.25,,97,,0,1,1,1,97,,0,25-34,Other,Bachelors Degree,Barbados,5,1,1,97,,0,No,No,22,80,1,1,1,,34,10,49,No,17,,13,,1,97,,0,,1,1,97,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,fp7od9st,,0,13,13,payment_info,PaymentInfo,30:57.5,1,,,86,,mrg9wqem,,,,,90,trust,0.01,0.25,,98,,0,1,1,1,98,,0,35-44,Prefer not to say,Prefer not to say,Isle of Man,7,1,1,98,,0,No,No,22,80,1,1,2,,86,10,49,No,17,,13,,1,98,,0,,1,1,98,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,qx0ou0qs,,0,13,13,payment_info,PaymentInfo,30:59.5,1,,,50,,mrg9wqem,,,,,91,trust,0.01,0.25,,99,,0,1,1,1,99,,0,45-54,Female,Prefer not to say,Russia,4,1,1,99,,0,No,No,22,80,1,1,1,,50,20,50,No,25,,,20,1,99,,0,,1,1,99,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,gn8az3yn,,0,13,13,payment_info,PaymentInfo,31:57.5,1,,,70,,mrg9wqem,,,,,92,trust,0.01,0.25,,100,,0,1,1,1,100,,0,55-,Prefer not to say,Trade School,Liberia,8,1,1,100,,0,No,No,22,80,1,1,2,,70,20,50,Yes,25,,,20,1,100,,0,,1,1,100,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,zp2sr7ec,,0,13,13,payment_info,PaymentInfo,31:59.5,1,,,28,,mrg9wqem,,,,,93,trust,0.01,0.25,,101,,0,1,1,1,101,,0,25-34,Female,Trade School,Sudan,8,1,1,101,,0,No,No,22,80,1,1,1,,28,5,51,No,14,16,,,1,101,,0,,1,1,101,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,kq4rk6rc,,0,13,13,payment_info,PaymentInfo,32:57.5,1,,,92,,mrg9wqem,,,,,94,trust,0.01,0.25,,102,,0,1,1,1,102,,0,35-44,Other,Ph.D. or higher,Uzbekistan,1,1,1,102,,0,No,No,22,80,1,1,2,,92,5,51,Yes,14,16,,,1,102,,0,,1,1,102,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,rs4wu9vt,,0,13,13,payment_info,PaymentInfo,32:59.5,1,,,22,,mrg9wqem,,,,,95,trust,0.01,0.25,,103,,0,1,1,1,103,,0,18-24,Prefer not to say,Bachelors Degree,Uruguay,7,1,1,103,,0,No,No,22,80,1,1,1,,22,10,52,Yes,19,,11,,1,103,,0,,1,1,103,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,as2vh7vn,,0,13,13,payment_info,PaymentInfo,33:57.5,1,,,98,,mrg9wqem,,,,,96,trust,0.01,0.25,,104,,0,1,1,1,104,,0,35-44,Prefer not to say,Masters Degree,Samoa,2,1,1,104,,0,No,No,22,80,1,1,2,,98,10,52,No,19,,11,,1,104,,0,,1,1,104,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,rx8lw6ln,,0,13,13,payment_info,PaymentInfo,33:59.5,1,,,42,,mrg9wqem,,,,,97,trust,0.01,0.25,,105,,0,1,1,1,105,,0,55-,Other,Masters Degree,Turks &amp; Caicos,6,1,1,105,,0,No,No,22,80,1,1,1,,42,20,53,Yes,28,,,21,1,105,,0,,1,1,105,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,yu3pb5nq,,0,13,13,payment_info,PaymentInfo,34:57.5,1,,,78,,mrg9wqem,,,,,98,trust,0.01,0.25,,106,,0,1,1,1,106,,0,25-34,Female,High School or lower,Moldova,1,1,1,106,,0,No,No,22,80,1,1,2,,78,20,53,Yes,28,,,21,1,106,,0,,1,1,106,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,wb0xo4ws,,0,13,13,payment_info,PaymentInfo,34:59.5,1,,,36,,mrg9wqem,,,,,99,trust,0.01,0.25,,107,,0,1,1,1,107,,0,45-54,Female,Bachelors Degree,Turkey,5,1,1,107,,0,No,No,22,80,1,1,1,,36,5,54,No,18,11,,,1,107,,0,,1,1,107,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,sy7rn3nq,,0,13,13,payment_info,PaymentInfo,35:57.5,1,,,84,,mrg9wqem,,,,,100,trust,0.01,0.25,,108,,0,1,1,1,108,,0,18-24,Other,Bachelors Degree,Malta,7,1,1,108,,0,No,No,22,80,1,1,2,,84,5,54,Yes,18,11,,,1,108,,0,,1,1,108,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,qj1yk7rj,,0,13,13,payment_info,PaymentInfo,35:59.5,1,,,32,,mrg9wqem,,,,,101,trust,0.01,0.25,,109,,0,1,1,1,109,,0,55-,Male,Trade School,Kazakhstan,3,1,1,109,,0,No,No,22,80,1,1,1,,32,10,55,No,16,,12,,1,109,,0,,1,1,109,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,yu9rk7pf,,0,13,13,payment_info,PaymentInfo,36:57.5,1,,,88,,mrg9wqem,,,,,102,trust,0.01,0.25,,110,,0,1,1,1,110,,0,18-24,Male,Bachelors Degree,French Polynesia,5,1,1,110,,0,No,No,22,80,1,1,2,,88,10,55,No,16,,12,,1,110,,0,,1,1,110,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,ec6bc6ju,,0,13,13,payment_info,PaymentInfo,36:59.5,1,,,42,,mrg9wqem,,,,,103,trust,0.01,0.25,,111,,0,1,1,1,111,,0,45-54,Female,Prefer not to say,Brunei,2,1,1,111,,0,No,No,22,80,1,1,1,,42,20,56,No,21,,,21,1,111,,0,,1,1,111,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
